,id,date,temp_avg_c,precipitation_mm
322,USS0021E07S,1982-04-18,,0.0
323,USS0021E07S,1982-04-19,,20.3
324,USS0021E07S,1982-04-20,,0.0
325,USS0021E07S,1982-04-21,,0.0
326,USS0021E07S,1982-04-22,,0.0
327,USS0021E07S,1982-04-23,,0.0
328,USS0021E07S,1982-04-24,,0.0
329,USS0021E07S,1982-04-25,,0.0
330,USS0021E07S,1982-04-26,,0.0
331,USS0021E07S,1982-04-27,,0.0
332,USS0021E07S,1982-04-28,,0.0
333,USS0021E07S,1982-04-29,,10.2
334,USS0021E07S,1982-04-30,,0.0
335,USS0021E07S,1982-05-01,,0.0
336,USS0021E07S,1982-05-02,,0.0
337,USS0021E07S,1982-05-03,,0.0
338,USS0021E07S,1982-05-04,,0.0
339,USS0021E07S,1982-05-05,,0.0
340,USS0021E07S,1982-05-06,,0.0
341,USS0021E07S,1982-05-07,,0.0
342,USS0021E07S,1982-05-08,,2.5
343,USS0021E07S,1982-05-09,,0.0
344,USS0021E07S,1982-05-10,,2.5
345,USS0021E07S,1982-05-11,,7.6
346,USS0021E07S,1982-05-12,,0.0
347,USS0021E07S,1982-05-13,,0.0
348,USS0021E07S,1982-05-14,,0.0
349,USS0021E07S,1982-05-15,,0.0
350,USS0021E07S,1982-05-16,,0.0
351,USS0021E07S,1982-05-17,,0.0
352,USS0021E07S,1982-05-18,,0.0
353,USS0021E07S,1982-05-19,,5.1
354,USS0021E07S,1982-05-20,,0.0
355,USS0021E07S,1982-05-21,,2.5
356,USS0021E07S,1982-05-22,,0.0
357,USS0021E07S,1982-05-23,,0.0
358,USS0021E07S,1982-05-24,,0.0
359,USS0021E07S,1982-05-25,,0.0
360,USS0021E07S,1982-05-26,,0.0
361,USS0021E07S,1982-05-27,,0.0
362,USS0021E07S,1982-05-28,,0.0
363,USS0021E07S,1982-05-29,,0.0
364,USS0021E07S,1982-05-30,,0.0
365,USS0021E07S,1982-05-31,,0.0
366,USS0021E07S,1982-06-01,,5.1
367,USS0021E07S,1982-06-02,,5.1
368,USS0021E07S,1982-06-03,,0.0
369,USS0021E07S,1982-06-04,,10.2
370,USS0021E07S,1982-06-05,,12.7
371,USS0021E07S,1982-06-06,,0.0
372,USS0021E07S,1982-06-07,,0.0
373,USS0021E07S,1982-06-08,,0.0
374,USS0021E07S,1982-06-09,,0.0
375,USS0021E07S,1982-06-10,,0.0
376,USS0021E07S,1982-06-11,,10.2
377,USS0021E07S,1982-06-12,,17.8
378,USS0021E07S,1982-06-13,,0.0
379,USS0021E07S,1982-06-14,,2.5
380,USS0021E07S,1982-06-15,,0.0
381,USS0021E07S,1982-06-16,,0.0
382,USS0021E07S,1982-06-17,,0.0
383,USS0021E07S,1982-06-18,,0.0
384,USS0021E07S,1982-06-19,,5.1
385,USS0021E07S,1982-06-20,,25.4
386,USS0021E07S,1982-06-21,,0.0
387,USS0021E07S,1982-06-22,,0.0
388,USS0021E07S,1982-06-23,,0.0
389,USS0021E07S,1982-06-24,,0.0
390,USS0021E07S,1982-06-25,,0.0
391,USS0021E07S,1982-06-26,,22.9
392,USS0021E07S,1982-06-27,,0.0
393,USS0021E07S,1982-06-28,,43.2
394,USS0021E07S,1982-06-29,,7.6
395,USS0021E07S,1982-06-30,,2.5
396,USS0021E07S,1982-07-01,,0.0
397,USS0021E07S,1982-07-02,,33.0
398,USS0021E07S,1982-07-03,,0.0
399,USS0021E07S,1982-07-04,,5.1
400,USS0021E07S,1982-07-05,,0.0
401,USS0021E07S,1982-07-06,,0.0
402,USS0021E07S,1982-07-07,,0.0
403,USS0021E07S,1982-07-08,,0.0
404,USS0021E07S,1982-07-09,,0.0
405,USS0021E07S,1982-07-10,,0.0
406,USS0021E07S,1982-07-11,,0.0
407,USS0021E07S,1982-07-12,,0.0
408,USS0021E07S,1982-07-13,,0.0
409,USS0021E07S,1982-07-14,,0.0
410,USS0021E07S,1982-07-15,,0.0
411,USS0021E07S,1982-07-16,,0.0
412,USS0021E07S,1982-07-17,,0.0
413,USS0021E07S,1982-07-18,,0.0
414,USS0021E07S,1982-07-19,,0.0
415,USS0021E07S,1982-07-20,,0.0
416,USS0021E07S,1982-07-21,,0.0
417,USS0021E07S,1982-07-22,,0.0
418,USS0021E07S,1982-07-23,,0.0
419,USS0021E07S,1982-07-24,,0.0
420,USS0021E07S,1982-07-25,,0.0
421,USS0021E07S,1982-07-26,,0.0
422,USS0021E07S,1982-07-27,,0.0
423,USS0021E07S,1982-07-28,,0.0
424,USS0021E07S,1982-07-29,,5.1
425,USS0021E07S,1982-07-30,,63.5
426,USS0021E07S,1982-07-31,,2.5
427,USS0021E07S,1982-08-01,,0.0
428,USS0021E07S,1982-08-02,,0.0
429,USS0021E07S,1982-08-03,,0.0
430,USS0021E07S,1982-08-04,,15.2
431,USS0021E07S,1982-08-05,,0.0
432,USS0021E07S,1982-08-06,,0.0
433,USS0021E07S,1982-08-07,,0.0
434,USS0021E07S,1982-08-08,,0.0
435,USS0021E07S,1982-08-09,,0.0
436,USS0021E07S,1982-08-10,,10.2
437,USS0021E07S,1982-08-11,,0.0
438,USS0021E07S,1982-08-12,,0.0
439,USS0021E07S,1982-08-13,,0.0
440,USS0021E07S,1982-08-14,,0.0
441,USS0021E07S,1982-08-15,,0.0
442,USS0021E07S,1982-08-16,,0.0
443,USS0021E07S,1982-08-17,,0.0
444,USS0021E07S,1982-08-18,,0.0
445,USS0021E07S,1982-08-19,,0.0
446,USS0021E07S,1982-08-20,,0.0
447,USS0021E07S,1982-08-21,,0.0
448,USS0021E07S,1982-08-22,,0.0
449,USS0021E07S,1982-08-23,,22.9
450,USS0021E07S,1982-08-24,,0.0
451,USS0021E07S,1982-08-25,,0.0
452,USS0021E07S,1982-08-26,,0.0
453,USS0021E07S,1982-08-27,,0.0
454,USS0021E07S,1982-08-28,,0.0
455,USS0021E07S,1982-08-29,,0.0
456,USS0021E07S,1982-08-30,,0.0
457,USS0021E07S,1982-08-31,,0.0
458,USS0021E07S,1982-09-01,,0.0
459,USS0021E07S,1982-09-02,,0.0
460,USS0021E07S,1982-09-03,,5.1
461,USS0021E07S,1982-09-04,,0.0
462,USS0021E07S,1982-09-05,,0.0
463,USS0021E07S,1982-09-06,,0.0
464,USS0021E07S,1982-09-07,,17.8
465,USS0021E07S,1982-09-08,,2.5
466,USS0021E07S,1982-09-09,,2.5
467,USS0021E07S,1982-09-10,,10.2
468,USS0021E07S,1982-09-11,,30.5
469,USS0021E07S,1982-09-12,,0.0
470,USS0021E07S,1982-09-13,,7.6
471,USS0021E07S,1982-09-14,,0.0
472,USS0021E07S,1982-09-15,,0.0
473,USS0021E07S,1982-09-16,,0.0
474,USS0021E07S,1982-09-17,,2.5
475,USS0021E07S,1982-09-18,,48.3
476,USS0021E07S,1982-09-19,,0.0
477,USS0021E07S,1982-09-20,,0.0
478,USS0021E07S,1982-09-21,,0.0
479,USS0021E07S,1982-09-22,,15.2
480,USS0021E07S,1982-09-23,,0.0
481,USS0021E07S,1982-09-24,,0.0
482,USS0021E07S,1982-09-25,,12.7
483,USS0021E07S,1982-09-26,,7.6
484,USS0021E07S,1982-09-27,,12.7
485,USS0021E07S,1982-09-28,,5.1
486,USS0021E07S,1982-09-29,,0.0
487,USS0021E07S,1982-09-30,,0.0
488,USS0021E07S,1982-10-01,,0.0
489,USS0021E07S,1982-10-02,,0.0
490,USS0021E07S,1982-10-03,,0.0
491,USS0021E07S,1982-10-04,,0.0
492,USS0021E07S,1982-10-05,,10.2
493,USS0021E07S,1982-10-06,,5.1
494,USS0021E07S,1982-10-07,,10.2
495,USS0021E07S,1982-10-08,,25.4
496,USS0021E07S,1982-10-09,,17.8
497,USS0021E07S,1982-10-10,,0.0
498,USS0021E07S,1982-10-11,,17.8
499,USS0021E07S,1982-10-12,,10.2
500,USS0021E07S,1982-10-13,,7.6
501,USS0021E07S,1982-10-14,,15.2
502,USS0021E07S,1982-10-15,,2.5
503,USS0021E07S,1982-10-16,,15.2
504,USS0021E07S,1982-10-17,,0.0
505,USS0021E07S,1982-10-18,,0.0
506,USS0021E07S,1982-10-19,,12.7
507,USS0021E07S,1982-10-20,,17.8
508,USS0021E07S,1982-10-21,,35.6
509,USS0021E07S,1982-10-22,,0.0
510,USS0021E07S,1982-10-23,,15.2
511,USS0021E07S,1982-10-24,,0.0
512,USS0021E07S,1982-10-25,,2.5
513,USS0021E07S,1982-10-26,,38.1
514,USS0021E07S,1982-10-27,,20.3
515,USS0021E07S,1982-10-28,,40.6
516,USS0021E07S,1982-10-29,,33.0
517,USS0021E07S,1982-10-30,,0.0
518,USS0021E07S,1982-10-31,,2.5
519,USS0021E07S,1982-11-01,,10.2
520,USS0021E07S,1982-11-02,,15.2
521,USS0021E07S,1982-11-03,,2.5
522,USS0021E07S,1982-11-04,,2.5
523,USS0021E07S,1982-11-05,,7.6
524,USS0021E07S,1982-11-06,,15.2
525,USS0021E07S,1982-11-07,,0.0
526,USS0021E07S,1982-11-08,,5.1
527,USS0021E07S,1982-11-09,,12.7
528,USS0021E07S,1982-11-10,,0.0
529,USS0021E07S,1982-11-11,,7.6
530,USS0021E07S,1982-11-12,,17.8
531,USS0021E07S,1982-11-13,,0.0
532,USS0021E07S,1982-11-14,,0.0
533,USS0021E07S,1982-11-15,,7.6
534,USS0021E07S,1982-11-16,,0.0
535,USS0021E07S,1982-11-17,,30.5
536,USS0021E07S,1982-11-18,,0.0
537,USS0021E07S,1982-11-19,,25.4
538,USS0021E07S,1982-11-20,,43.2
539,USS0021E07S,1982-11-21,,0.0
540,USS0021E07S,1982-11-22,,2.5
541,USS0021E07S,1982-11-23,,0.0
542,USS0021E07S,1982-11-24,,0.0
543,USS0021E07S,1982-11-25,,10.2
544,USS0021E07S,1982-11-26,,40.6
545,USS0021E07S,1982-11-27,,0.0
546,USS0021E07S,1982-11-28,,5.1
547,USS0021E07S,1982-11-29,,12.7
548,USS0021E07S,1982-11-30,,20.3
549,USS0021E07S,1982-12-01,,30.5
550,USS0021E07S,1982-12-02,,20.3
551,USS0021E07S,1982-12-03,,27.9
552,USS0021E07S,1982-12-04,,22.9
553,USS0021E07S,1982-12-05,,35.6
554,USS0021E07S,1982-12-06,,7.6
555,USS0021E07S,1982-12-07,,10.2
556,USS0021E07S,1982-12-08,,0.0
557,USS0021E07S,1982-12-09,,17.8
558,USS0021E07S,1982-12-10,,0.0
559,USS0021E07S,1982-12-11,,15.2
560,USS0021E07S,1982-12-12,,0.0
561,USS0021E07S,1982-12-13,,17.8
562,USS0021E07S,1982-12-14,,20.3
563,USS0021E07S,1982-12-15,,25.4
564,USS0021E07S,1982-12-16,,27.9
565,USS0021E07S,1982-12-17,,22.9
566,USS0021E07S,1982-12-18,,7.6
567,USS0021E07S,1982-12-19,,30.5
568,USS0021E07S,1982-12-20,,10.2
569,USS0021E07S,1982-12-21,,10.2
570,USS0021E07S,1982-12-22,,15.2
571,USS0021E07S,1982-12-23,,12.7
572,USS0021E07S,1982-12-24,,10.2
573,USS0021E07S,1982-12-25,,0.0
574,USS0021E07S,1982-12-26,,12.7
575,USS0021E07S,1982-12-27,,0.0
576,USS0021E07S,1982-12-28,,0.0
577,USS0021E07S,1982-12-29,,0.0
578,USS0021E07S,1982-12-30,,0.0
579,USS0021E07S,1982-12-31,,0.0
580,USS0021E07S,1983-01-01,,22.9
581,USS0021E07S,1983-01-02,,0.0
582,USS0021E07S,1983-01-03,,76.2
583,USS0021E07S,1983-01-04,,0.0
584,USS0021E07S,1983-01-05,,38.1
585,USS0021E07S,1983-01-06,,50.8
586,USS0021E07S,1983-01-07,,22.9
587,USS0021E07S,1983-01-08,,12.7
588,USS0021E07S,1983-01-09,,25.4
589,USS0021E07S,1983-01-10,,0.0
590,USS0021E07S,1983-01-11,,0.0
591,USS0021E07S,1983-01-12,,0.0
592,USS0021E07S,1983-01-13,,5.1
593,USS0021E07S,1983-01-14,,17.8
594,USS0021E07S,1983-01-15,,0.0
595,USS0021E07S,1983-01-16,,0.0
596,USS0021E07S,1983-01-17,,7.6
597,USS0021E07S,1983-01-18,,5.1
598,USS0021E07S,1983-01-19,,0.0
599,USS0021E07S,1983-01-20,,2.5
600,USS0021E07S,1983-01-21,,0.0
601,USS0021E07S,1983-01-22,,25.4
602,USS0021E07S,1983-01-23,,10.2
603,USS0021E07S,1983-01-24,,0.0
604,USS0021E07S,1983-01-25,,12.7
605,USS0021E07S,1983-01-26,,0.0
606,USS0021E07S,1983-01-27,,10.2
607,USS0021E07S,1983-01-28,,0.0
608,USS0021E07S,1983-01-29,,0.0
609,USS0021E07S,1983-01-30,,5.1
610,USS0021E07S,1983-01-31,,5.1
611,USS0021E07S,1983-02-01,,5.1
612,USS0021E07S,1983-02-02,,5.1
613,USS0021E07S,1983-02-03,,0.0
614,USS0021E07S,1983-02-04,,10.2
615,USS0021E07S,1983-02-05,,0.0
616,USS0021E07S,1983-02-06,,7.6
617,USS0021E07S,1983-02-07,,12.7
618,USS0021E07S,1983-02-08,,15.2
619,USS0021E07S,1983-02-09,,15.2
620,USS0021E07S,1983-02-10,,33.0
621,USS0021E07S,1983-02-11,,0.0
622,USS0021E07S,1983-02-12,,2.5
623,USS0021E07S,1983-02-13,,22.9
624,USS0021E07S,1983-02-14,,2.5
625,USS0021E07S,1983-02-15,,2.5
626,USS0021E07S,1983-02-16,,30.5
627,USS0021E07S,1983-02-17,,63.5
628,USS0021E07S,1983-02-18,,10.2
629,USS0021E07S,1983-02-19,,15.2
630,USS0021E07S,1983-02-20,,20.3
631,USS0021E07S,1983-02-21,,5.1
632,USS0021E07S,1983-02-22,,0.0
633,USS0021E07S,1983-02-23,,10.2
634,USS0021E07S,1983-02-24,,0.0
635,USS0021E07S,1983-02-25,,0.0
636,USS0021E07S,1983-02-26,,2.5
637,USS0021E07S,1983-02-27,,5.1
638,USS0021E07S,1983-02-28,,12.7
639,USS0021E07S,1983-03-01,,0.0
640,USS0021E07S,1983-03-02,,0.0
641,USS0021E07S,1983-03-03,,0.0
642,USS0021E07S,1983-03-04,,0.0
643,USS0021E07S,1983-03-05,,20.3
644,USS0021E07S,1983-03-06,,12.7
645,USS0021E07S,1983-03-07,,35.6
646,USS0021E07S,1983-03-08,,12.7
647,USS0021E07S,1983-03-09,,5.1
648,USS0021E07S,1983-03-10,,5.1
649,USS0021E07S,1983-03-11,,22.9
650,USS0021E07S,1983-03-12,,12.7
